obs	shann
SRR25914257	665	4.99518568388152
SRR25914233	706	4.83632635608312
SRR25639927	289	4.3161784968053
SRR25914243	858	5.45567776726566
SRR25914239	952	5.93139219738393
SRR25914242	733	5.30696153774668
SRR25914262	968	5.60771268797756
SRR25639813	532	5.39143318577133
SRR25914263	547	5.28938083781986
SRR25914269	934	6.0053845623736
SRR25914273	840	5.73166549179211
SRR25914258	1174	6.40025401935238
SRR25914268	1015	6.03922751656471
SRR25914252	905	3.42829845691002
SRR25914256	760	5.19423881266164
SRR25639936	423	4.52526417517524
SRR25914274	883	5.94457840775702
SRR25914279	800	5.65523143878734
SRR25914267	641	5.8567251156413
SRR25639892	389	4.53157339745472
SRR25914277	1143	5.44047693394953
SRR25914275	642	4.98328528279266
SRR25914280	1245	5.86757990828952
SRR25914272	946	5.50413400357518
SRR25639960	230	4.026502662703
SRR25914260	1147	5.96328574886439
SRR27326925	55	1.71663060390356
SRR25914282	833	5.59004238027971
SRR25914271	893	5.79444842859217
SRR25914246	991	5.63502592797495
SRR25914247	353	4.01709140056407
SRR25914259	1168	5.70162832941903
SRR25914283	598	4.93507126196218
SRR25914249	717	4.64677203390883
SRR25914254	743	5.50157836006377
SRR25914241	870	4.78245880398092
SRR25914281	898	5.37483625620649
SRR25914264	689	4.56117539518737
SRR25914261	575	3.89858333930748
SRR25914284	645	4.68025664741447
SRR25914255	920	5.75766642663654
SRR25914238	651	5.13807203833245
SRR28721068	728	5.31740084901251
SRR25639907	19	1.94903773414824
SRR28721064	1065	5.09780148281618
SRR28721082	1003	5.33056666738079
SRR28721075	1021	5.2141791266918
SRR28721081	1374	6.26180224670682
SRR28721093	648	4.92576074147406
SRR25914265	962	5.7568463159097
SRR25639806	289	4.97827612844713
SRR28721086	602	5.09664059260307
SRR25639882	501	5.21403988005238
SRR28721092	522	3.55518146789663
SRR28721101	780	4.58886779408629
SRR28721105	814	5.54306790070892
SRR28721103	904	5.74691073050423
SRR28721104	832	5.38293807930067
SRR25914276	725	4.6570640917742
SRR28721109	1106	6.05466215880677
SRR28721098	171	3.13601094878642
SRR28721107	687	4.98383918880703
SRR28721118	968	5.29145863385431
SRR28721112	160	3.6352009519932
SRR28721130	772	4.96178609358152
SRR28721123	129	2.59547368908485
SRR28721135	547	4.96333480303658
SRR28721142	437	4.81771202024712
SRR25639840	40	2.73102679223992
SRR28721148	734	4.86852605491488
SRR28721113	77	3.88421704083417
SRR28721117	437	4.77740891132494
SRR28721182	616	2.81174369531973
SRR25639800	305	4.92840653731834
SRR28721209	1525	6.3123425401058
SRR28721210	569	5.22975376048904
SRR28721168	30	3.04116009130904
SRR28721234	1001	5.96489182935523
SRR28721235	455	4.86254388415331
SRR28721238	822	5.4496855319274
SRR28721231	374	4.94244591772348
SRR28721241	845	4.85154362844449
SRR28721243	799	5.78438402836062
SRR28721248	1157	5.71593829993366
SRR28721261	708	5.65442255607772
SRR28721253	937	5.89268503219186
SRR28721265	371	4.23205529750435
SRR28721244	1164	6.0278426523547
SRR28721270	995	5.12460632681984
SRR28721256	121	2.23858457685215
SRR28721276	1166	6.05594351505759
SRR28721275	1368	6.08609815977641
SRR28721280	1314	6.29523101412277
SRR28721277	1283	6.09944615422845
SRR28721285	922	5.76450110494558
SRR28721289	1250	6.13658453807788
SRR28721292	222	4.34499811219431
SRR28721291	1105	5.95949213510689
SRR28721274	1033	5.83050330319031
SRR28721278	1024	5.56906107697148
SRR28721286	1106	5.88445161797618
SRR28721309	808	4.74203518376012
SRR28721308	823	4.91660036198866
SRR28721284	872	5.59542697722005
SRR28721313	942	5.04217749240035
SRR28721310	1048	5.23552806001718
SRR28721315	797	5.50520050974569
SRR28721287	622	4.79434403674411
SRR28721340	1515	6.29001494716392
SRR28721344	577	4.92598576589183
SRR28721333	117	2.18683885252878
SRR28721347	958	6.00116857255272
SRR28721351	1440	6.2667284142745
SRR28721346	369	4.30510930873888
SRR28721350	558	5.22922773425662
SRR28721360	374	4.65495760336357
SRR28721349	562	5.14107115681198
SRR28721376	1548	6.08662933026733
SRR28721371	645	5.09103696260715
SRR28721382	1456	6.11556031801629
SRR5110588	1740	6.17850698351679
SRR5110576	2228	6.12523720386389
SRR5110535	2260	6.31220464596043
SRR5273879	84	0.934847362258043
SRR5273893	31	2.43355003070606
SRR5273940	119	2.57656129978909
SRR5273925	454	4.95341764464574
SRR5273994	346	2.69852865504363
SRR5273906	1643	4.04173981701443
SRR5273927	1791	6.25137342594974
SRR5273894	829	5.17114455491803
SRR5273950	502	4.71882112525058
SRR5274001	41	2.38946853006163
SRR5273921	315	4.23591961255102
SRR5274025	107	3.31145566392067
SRR5274020	220	4.05283377269955
SRR5273971	89	2.89726633361303
SRR5274064	186	0.146102927936448
SRR5273992	1048	5.62043541527344
SRR5274062	240	4.2629630396449
SRR5274071	596	4.52822332498829
SRR5273985	1636	6.25704373703869
SRR5273883	1580	5.73815164993112
SRR5273981	294	3.14932171941293
SRR5273885	356	4.49164764858256
SRR5273904	430	4.25189338150668
SRR5274042	1153	5.47596056747622
SRR5274024	1195	5.5993954270213
SRR5805710	4	0.410393082106785
SRR5805729	378	2.37120968165915
SRR5805706	5	0.240678897252248
SRR5274088	138	3.1325773826251
SRR5274009	1287	5.64850850239058
SRR5273955	1559	6.34580019499325
SRR5273916	994	5.26148887121747
SRR5805711	384	2.74343446399519
SRR5274045	208	3.97119693598873
SRR5805730	6	0.384525234329152
SRR5274037	249	4.43948048432577
SRR5273980	1379	6.08031586249815
SRR5274052	790	5.13431368797446
SRR5805732	3	0.0488149808808943
SRR5273939	1254	5.79516423935082
SRR5805758	56	2.03359867212414
SRR5805736	6	0.0755825824565689
SRR5805734	4	0.394358155171701
SRR5274092	1403	5.59255644585671
SRR5274075	573	1.01785453024409
SRR5805755	6	0.418681353842109
SRR5805757	5	0.512307807073245
SRR5273913	912	5.14651971250129
SRR5805751	7	0.56523881556038
SRR5805780	6	0.471470780772512
SRR5274083	52	3.40664228687441
SRR5805796	9	0.0449964785978305
SRR5274033	1563	5.95986408188888
SRR5805807	248	4.4788935815866
SRR5805791	6	0.293119959734714
SRR5805784	4	0.599282464107041
SRR5805795	2	0.577727840455704
SRR5805788	6	0.346051876561598
SRR5273949	1160	5.83345399315379
SRR5826648	8	1.40209469037016
SRR5805787	325	1.42063557353138
SRR5805808	4	0.385000036954543
SRR5805804	4	1.014454124016
SRR5274086	1603	5.95887635302809
SRR5273914	217	4.33909139977423
SRR5274003	1609	5.76276247290219
SRR25639877	321	3.85696511471735
SRR5274057	1658	6.01790320983249
SRR5826676	107	3.17044728599668
SRR5274017	1159	5.64748865649987
SRR5826682	4	1.20686086622342
SRR5274074	2071	6.41445874744876
SRR5826691	17	1.69414636365968
SRR5273970	1393	5.98917235013625
SRR5826701	20	1.7744797958973
SRR5274067	1138	6.03526830454566
SRR5826704	675	5.14674568706995
SRR5826713	4	0.0382044581143389
SRR5826738	1112	5.34073460655243
SRR5826758	15	0.363825953295503
SRR5826763	4	0.222994247078051
SRR5826775	11	1.59354956122163
SRR5826793	19	1.58612280852193
SRR6059113	1333	6.3068259385894
SRR5826800	56	2.69973511623213
SRR6059104	1460	6.05437427792895
SRR6059105	2039	5.86421634297442
SRR6059099	2036	6.75689766998835
SRR5826792	40	1.86575042463521
SRR6059100	1885	6.24798432544798
SRR6059101	1631	5.89216491187663
SRR6059108	2287	6.72392926178854
SRR6059102	2018	6.76491393815862
SRR6059122	1851	5.61372995679925
SRR6059106	1484	6.13239224973209
SRR6059109	2041	6.70071333156184
SRR6059112	1534	6.21175081142086
SRR6059116	2017	6.40770987091525
SRR6059115	1179	5.48962019181858
SRR6059118	1778	6.30974138849005
SRR6059103	2365	6.70397008256661
SRR6059117	2110	6.58483307620646
SRR6059114	1539	5.9851461740109
SRR6312001	1737	6.43557444487167
SRR6059110	1915	6.53845319009103
SRR6316232	100	1.45556701833929
SRR6316201	1537	5.62093521355333
SRR6316234	60	0.164898454813896
SRR6316200	204	3.9414687130622
SRR6316215	31	2.27049211522718
SRR6316222	357	4.27162722394786
SRR6059123	1639	6.56191896808215
SRR6316238	24	1.84413094519353
SRR6316251	63	1.18261644638835
SRR6316243	47	1.93559848368846
SRR6316216	40	1.16081655490002
SRR6316208	236	1.8754170510804
SRR6059124	1601	6.56392601879885
SRR6316242	32	1.56173930678572
SRR6059111	1744	6.39182601876703
SRR6316206	35	2.12841953549459
SRR6316248	551	3.92624628002742
SRR6316210	11	1.54935480704459
SRR6316249	95	0.160361891959899
SRR6316246	463	2.85140479921701
SRR6316279	25	0.930859712441701
SRR6316282	28	1.64756165509631
SRR6316260	73	1.44470257910271
SRR6316253	20	0.989286829875062
SRR6316278	55	2.66032444307155
SRR6316266	652	5.11710173067576
SRR6316310	305	4.10759709560609
SRR6312008	2105	6.36354925864442
SRR6316305	28	0.362465311359745
SRR6311991	1958	6.61580808028013
SRR6316303	46	1.27155086720078
SRR6316290	20	1.53673880945668
SRR6316258	46	2.24150188379384
SRR6316288	72	2.24787832872488
SRR6316254	21	1.75445868034909
SRR6316285	44	2.22413454700483
SRR6316312	21	1.61321001725216
SRR6316315	39	1.75820558979206
SRR6316313	20	1.57922838615909
SRR6316276	83	1.60965647095089
SRR6316311	21	1.29703323357006
SRR6316230	22	1.75612189149066
SRR7002098	16	1.02324236985892
SRR6316291	12	0.0501256346874744
SRR6316274	53	1.80022338640217
SRR769511	1428	6.2843096134919
SRR7164123	20	1.95427642232988
SRR769517	1345	6.44979697535988
SRR769539	1590	6.41047251909944
SRR769521	1688	6.33666070632507
SRR769522	1946	6.72262112528433
SRR769536	1494	6.6100787162829
SRR769512	2132	6.69501995098235
SRR769535	2432	6.71662668165865
SRR7948033	41	2.09699442767904
SRR6316297	11	0.0125260035841461
SRR7963117	431	1.65225213038988
SRR7963109	204	2.37017950969625
SRR7963118	1468	4.11200322626485
SRR7963123	2051	4.11423130960869
SRR7963116	724	3.07737894723119
SRR7963119	27	0.125303727275839
SRR7963127	133	1.40779284451667
SRR7963129	1624	3.09273339640094
SRR7963131	789	2.16445381573013
SRR7963133	92	0.678829254621393
SRR7963139	92	1.23717233823563
SRR7963132	238	1.41370571277633
SRR7963112	47	0.110201832154554
SRR7963111	93	1.99442544318688
SRR7963113	68	0.272582316181724
SRR7963146	567	3.05542531969296
SRR8290071	905	6.04655346479917
SRR8290085	1033	5.66193628787769
SRR8290074	1138	5.78376843841597
SRR8290077	888	5.66261750625366
SRR8290087	1637	6.26609912983483
SRR8290079	1276	6.01228774784326
SRR8290095	1307	6.07230338156458
SRR8290092	1248	5.2462394289655
SRR8290072	1237	5.0598390206051
SRR8290078	850	5.33678221316945
SRR8290080	1153	6.04809979533458
SRR8290086	1207	5.47124654478151
SRR8290070	1047	5.98909119558396
SRR8290075	1023	5.11581405419311
SRR8290081	1559	6.1849294549624
SRR8290076	1140	5.53521678164102
SRR8290090	1038	5.51162159803574
SRR8290089	1066	6.13576728242132
SRR8290073	1572	6.51316573809124
SRR8290109	1053	5.76824198805456
SRR8290093	1232	5.6798906324352
SRR8290096	1007	5.333536749288
SRR6316262	21	0.789265126281713
SRR8290094	1095	5.6084634346184
SRR8290091	839	4.42977613134488
SRR8290108	721	5.29040211871326
SRR8290099	1060	5.58646451453163
SRR8290104	1165	5.21404499109296
SRR8290101	1045	5.55332860504906
SRR8290103	1324	6.41974442433265
SRR8290084	698	4.69054181784019
SRR8290100	918	5.42549997408738
SRR8290107	2135	6.5096803747657
SRR8290102	1200	5.6116880579952
SRR8290110	1208	5.97008022157539
SRR8290097	1218	5.92245314218042
SRR8290113	1499	6.28360618686655
SRR8290126	1177	5.93233218488807
SRR8290115	988	4.76509326244452
SRR8290112	1438	4.68237114521586
SRR8290082	1045	5.19142905620696
SRR8290111	856	5.68457404809343
SRR8290114	1298	6.41869177911523
SRR8290105	1276	5.44736258880015
SRR8290098	1156	6.18972303658094
SRR8290083	848	3.46093284337179
SRR8290106	1274	5.27217258932792
SRR8290120	835	5.34995683128222
SRR8290117	1662	6.48923823475525
SRR8290119	1289	5.56990278944828
SRR8290127	1206	5.71920502764145
SRR8290125	1206	4.67039598229177
SRR8290129	1167	5.78210748907006
SRR8369378	1740	5.99119687092917
SRR8369376	1133	6.12656610247414
SRR8290088	779	4.82922773966337
SRR8290128	1242	5.93477349169042
SRR8290118	1086	5.23930905041295
SRR8369377	1751	6.54315209342355
SRR8369375	1681	6.38229282674749
SRR8369373	1424	6.10330341885711
SRR8290122	1554	6.30487579453053
SRR8290123	1175	6.2000504462738
SRR8369382	1408	6.18410025931019
SRR8369396	80	1.94227922675781
SRR8290121	956	5.78707029395915
SRR8369379	1442	6.13660753776897
SRR8369385	1322	6.03043505770823
SRR8369384	1499	4.3896403462165
SRR8290124	1600	6.32886518301738
SRR8290116	1470	6.09540513259184
SRR8369372	1219	6.12219542795449
SRR8369386	1526	6.24396473157978
SRR8369406	1370	6.01698729838277
SRR8369394	1480	6.16637042557099
SRR8369390	747	5.47886051511535
SRR8369428	417	4.63924191940323
SRR8369391	1501	6.23867089485871
SRR8369409	1737	5.82358176257074
SRR8369408	1191	5.85523223770733
SRR8369389	1387	4.77602930843222
SRR8369434	69	1.77577633333117
SRR8369405	1243	5.88484857134244
SRR8369414	1490	6.03933923463137
SRR8369399	1770	6.56024354461737
SRR8369443	159	4.41129808574156
SRR8369407	1817	6.23713076935029
SRR8369410	1598	6.42385924412343
SRR8369411	947	5.38332864006309
SRR8369388	1094	5.85302638231551
SRR8369398	1214	5.78718048576601
SRR8369433	1601	5.87497064144403
SRR8369456	325	4.75081128866854
SRR8369412	1946	5.8530650034342
SRR8369449	309	3.69618981237633
SRR8369436	1289	5.98618460803531
SRR8369413	1364	5.41856895519957
SRR8369445	1074	5.95345312599331
SRR8369432	19	0.29361820900336
SRR8369444	1345	6.05264980955161
SRR8369387	978	5.68384487632361
SRR8369438	1592	6.03104402765839
SRR8369441	1066	5.81519034863261
SRR8369468	1501	5.86489208954132
SRR8369471	1637	6.22013649415964
SRR8369402	33	2.3933367073576
SRR8369393	697	5.18778857421687
SRR8369381	498	5.43182089787688
SRR8369383	1087	5.96169589918177
SRR8369419	1160	3.55956962836003
SRR8369485	1268	6.03360590435346
SRR8369447	1334	6.15435784264288
SRR8369473	1598	6.39929180702409
SRR8369497	510	4.15919003895605
SRR8369491	1336	5.57910825223626
SRR8369472	1227	5.83163369453079
SRR8369470	1165	5.98298928153612
SRR8369488	1333	5.85117195810899
SRR8369421	634	5.30710135825824
SRR8369469	1537	6.23196918204362
SRR8369493	1623	5.89891213798338
SRR8369484	1699	4.86319507285938
SRR8369417	600	5.58528980936094
SRR8369474	30	1.84673810645551
SRR8369495	1680	6.16371410819958
SRR8369507	1331	6.14066224876091
SRR8369489	1733	5.84091946691233
SRR8369508	1681	5.61652072074557
SRR8369426	249	2.51337936684534
SRR8369460	95	3.04617088640012
SRR8369455	309	2.87140041948339
SRR8369506	1055	5.7239464081781
SRR8369459	199	3.05579687938681
SRR8369494	1569	6.33989815660718
SRR8369492	1352	5.89292960513404
SRR8369510	1277	5.88643726294534
SRR8369483	1193	5.84567892923603
SRR8369415	1225	5.98423032915771
SRR8369464	1108	5.01663103753999
SRR8369520	55	3.07401908648097
SRR8369486	1566	6.39088303242475
SRR8369453	842	5.30132728463262
SRR8369458	228	3.31452872326747
SRR8369465	151	2.39927624408649
SRR8369512	1497	6.09158077419947
SRR8369546	896	5.87408194364568
SRR8369547	777	5.66791668428552
SRR8369519	1294	6.01746117595385
SRR8369533	1634	6.28373838047365
SRR8369549	329	2.9162493737448
SRR8369550	650	4.19773321948074
SRR8369513	1268	5.86963644598803
SRR8369451	330	3.28569806762623
SRR8369518	1132	5.74955004210226
SRR8369454	986	5.76800547800245
SRR8369536	1443	5.73103136142025
SRR8369509	1362	6.1141264494067
SRR8369528	289	4.74378680955458
SRR8369538	1087	5.80855679898632
SRR8369479	894	5.21520008596976
SRR8369501	1125	5.98780478831355
SRR8369511	1226	5.99435486029548
SRR8369535	1360	5.99919677796011
SRR8369496	927	5.51978945985
SRR8369555	1849	5.91137355276908
SRR8369487	1099	5.40615591890441
SRR8369557	1581	6.36183755758732
SRR8369537	687	5.20800288151878
SRR8369539	451	5.13286747201212
SRR8369541	1384	5.98156934032396
SRR8369524	1526	6.02207003261123
SRR8369490	1028	6.02155146272055
SRR8369561	1484	6.32703734345752
SRR8369504	570	5.25443629220807
SRR8369558	875	5.60198496362477
SRR8369556	1469	6.2112559850067
SRR8369582	368	4.05320069422933
SRR8369559	1678	6.37253459995784
SRR8369482	673	4.31309236751215
SRR8369560	1497	6.26948437179131
SRR8369587	1903	6.44036223853927
SRR8369576	643	4.76595561963709
SRR8369591	1782	6.14437022410795
SRR8369523	486	5.2217330909162
SRR8369540	1097	5.86660396371109
SRR8369588	1240	6.00102792044532
SRR8369534	1093	4.06739757231351
SRR8369573	1319	6.07917929662735
SRR8369592	1370	6.03607649829814
SRR8369586	1276	5.74842127066249
SRR8369595	1586	6.32365940526517
SRR8369580	1413	5.88519043129454
SRR8369594	1731	5.75470898308855
SRR8369590	1372	6.33200214954033
SRR8369601	1473	5.18268369824586
SRR8369542	1158	5.83506444225602
SRR8369599	1592	6.03731185032739
SRR8369571	267	4.30199620481476
SRR8369589	1523	6.18042039661582
SRR8369597	1537	5.99526773346947
SRR8369562	2013	6.31632664546218
SRR8369564	1376	5.99926006535482
SRR8369593	1332	5.69671787630768
SRR8369596	1319	5.89382229841063
SRR8369603	1365	6.12334194038189
SRR8369545	683	5.16933046578066
SRR8369577	1199	5.75907804351408
SRR8369563	1324	5.82708071966281
SRR8369607	1516	6.11971292796433
SRR8369531	352	4.23838405258959
SRR8369613	1245	5.79085808204233
SRR8369551	1156	5.94282034841133
SRR8369618	1576	6.27895535875703
SRR8369619	1352	6.41312504778661
SRR8369612	1387	6.09075471656126
SRR8369543	1376	5.60396365439068
SRR8369622	1583	6.16995642863967
SRR8369623	1428	5.98581623629582
SRR8369625	1236	5.98571960926729
SRR8369502	683	3.77978620540427
SRR8369610	1213	3.60946948494058
SRR8369575	360	4.82044114578808
SRR8369553	462	5.10797957654303
SRR8369605	1249	5.80676366462651
SRR8369527	481	4.81395905318158
SRR8369629	1736	6.37045755792121
SRR8369614	1358	6.38625565266805
SRR8369608	1448	6.07484514107284
SRR8369584	814	5.30052049795466
SRR8369626	1365	6.05843249694968
SRR8369638	1613	6.19368926410013
SRR8369631	1359	6.20273186284219
SRR8369628	1789	6.39657706834554
SRR8369529	338	4.10457597466373
SRR8369635	1506	6.23371411473227
SRR8369598	1079	5.57171631602622
SRR8369640	1367	5.80196943930708
SRR8369643	1364	6.19934172448998
SRR8369621	1360	5.65287128125331
SRR8369624	1322	6.02605178005072
SRR8369565	1585	5.73277012201932
SRR8369634	1250	5.88931219670207
SRR8369641	1382	5.40226771391126
SRR8369639	1353	6.08538753866991
SRR8369615	1342	6.01071035377405
SRR8369627	913	5.50688465547241
SRR8369620	1267	5.86788683886487
SRR8369675	66	2.40064783598333
SRR8369652	218	0.0814626533597183
SRR8369642	1356	6.19777432994151
SRR8369656	1692	5.96803335895003
SRR8369644	1411	6.16778148955009
SRR8369667	1281	5.95865297567985
SRR8369602	856	5.18892369024657
SRR8369645	1127	6.11419089851749
SRR8369662	1618	6.52737949342102
SRR8369665	1907	6.25336106526458
SRR8369633	1388	6.41602790529056
SRR8369672	1373	6.07213392820267
SRR8369606	210	3.7621419759978
SRR8369617	993	5.68793772301531
SRR8369616	1325	4.13358195352997
SRR8369670	1359	5.70233080069091
SRR8369630	987	5.54532334971919
SRR8369659	1203	5.42275632761688
SRR8369682	1672	6.44542162941706
SRR8369683	1307	6.15277178589077
SRR8369671	1575	6.15548988663687
SRR8369653	899	4.77629836971687
SRR8369661	1778	6.23580563855527
SRR8369686	1313	6.01755822665749
SRR8369674	1602	6.25549750965741
SRR8369673	1473	6.12832295632057
SRR8482123	78	0.947401264951281
SRR8369658	1320	6.12784718689146
SRR8369668	1192	5.89255858742711
SRR8369702	1400	6.24390587523489
SRR8369701	556	4.4886121940364
SRR8482118	1562	6.44207209143589
SRR8482117	1288	5.48757491599847
SRR8482127	534	1.82079020048493
SRR8482124	98	3.32686727547604
SRR8369664	1512	6.44269646971419
SRR8482112	709	0.845867029169545
SRR8482115	1195	6.10702002905184
SRR8369669	1522	6.52265029468298
SRR8369703	1436	6.31827664141855
SRR8482128	376	4.00132598705533
SRR8482122	297	4.36565190597054
SRR8369647	64	2.67057559708916
SRR8369689	1323	5.73058831921451
SRR8369663	1258	4.86479230632247
SRR8369679	17	1.80825460881822
SRR8482132	593	4.37515156031473
SRR8482140	367	2.87061689821833
SRR8482133	124	2.25661699262446
SRR8482138	1302	6.01108943310855
SRR8482114	799	5.60662805974182
SRR8482126	679	4.60076626957926
SRR8369684	1440	5.79646770136571
SRR8482134	1153	5.76096932127432
SRR8369657	1134	5.8172456113429
SRR8369649	1008	5.58529213228689
SRR8482146	116	2.09111072723182
SRR8482144	104	2.08798014858891
SRR8482148	1017	5.89631981945185
SRR8482156	1023	4.87971727742032
SRR8369654	483	4.81682822797255
SRR8482150	878	1.60906472328277
SRR8482159	490	3.41316157691071
SRR8482119	529	4.59339373954301
SRR8482143	548	4.4886568116622
SRR8482155	955	5.61525235226637
SRR8482161	485	4.63073350912811
SRR8482147	1108	6.09120332917131
SRR8482164	300	4.11350837573781
SRR8369650	1196	6.00098011978502
SRR8369651	284	3.07612616242773
SRR8482151	869	5.57314077014575
SRR8482169	877	5.49727370797708
SRR8482158	25	2.29332270175054
SRR8482131	934	4.10501778796127
SRR8482174	884	5.69732278396231
SRR8369687	1060	5.67221342047597
SRR8482163	1167	4.96295306649181
SRR8482167	487	4.43164134927742
SRR8482170	1050	5.48114492889864
SRR8482179	820	5.57766487945685
SRR8482113	42	0.0576217034470631
SRR8482178	350	4.31573168943974
SRR8482185	76	2.46201047051653
SRR8482187	412	3.23441562888902
SRR8482188	695	5.11681254616705
SRR8482165	804	5.26536828905797
SRR8482181	796	5.68855653093906
SRR8482171	1369	6.41562163995741
SRR8482168	590	5.18500844471356
SRR8482184	982	4.88486943323026
SRR8369685	1103	5.93341423462257
SRR8482180	870	5.53315436972781
SRR8482153	716	5.6170104794281
SRR8482189	673	5.37176185767203
SRR8369693	599	3.23261089003604
SRR8786262	1198	6.36420492342446
SRR8369688	1398	6.27942531980525
SRR8369698	1195	6.07850592455742
SRR8482120	606	4.80874118454912
SRR8482190	457	4.92149474395663
SRR8482172	1777	6.5137179549246
SRR8786268	1243	6.04168268269465
SRR8482173	1096	6.36508673704522
SRR8482166	1184	5.20172551518037
SRR8369690	1219	5.39911212631507
SRR8786264	1130	6.07910492481653
SRR8786266	711	5.81877332265456
SRR8786260	1184	6.34304609542955
SRR8369694	882	5.45988943811308
SRR8369666	586	4.74557293649169
SRR8786265	1322	5.85617837308749
SRR8786261	901	5.90443713031646
SRR8786267	978	5.7979915143647
SRR8786263	1185	6.19565783119722
SRR8482145	604	5.67080276515737
SRR8834043	512	5.10809276011141
SRR8834041	709	5.30067833230386
SRR8834047	471	4.97140705607981
SRR8834032	747	5.39551015175796
SRR8834044	938	5.39390111047767
SRR8834046	348	4.44220144687125
SRR8834053	94	2.34584081370604
SRR8834045	554	4.99392318410119
SRR8834056	134	3.2354163600197
SRR8834054	206	3.37384082219279
SRR8834073	257	4.19677734119216
SRR8834055	65	2.22305641987997
SRR8834052	585	4.27100774139853
SRR8834074	238	4.07275591353752
SRR8834050	595	5.30533366270196
SRR8834060	147	2.57122334353932
SRR8834071	199	3.94641711166261
SRR8834042	742	4.96040561325295
SRR8834070	169	3.49261705305943
SRR8834051	776	5.57730537138787
SRR8834039	1477	6.22067086888974
SRR8834075	83	2.63279245384314
SRR8834048	631	5.23288958329163
SRR8834035	457	4.6750805372926
SRR8834066	249	2.19917921459188
SRR8834090	263	3.67233171755501
SRR8834078	283	4.55308939952767
SRR8834061	479	4.95045608609299
SRR8834064	543	4.30661117332113
SRR8834059	325	3.80577259607601
SRR8834058	602	4.36086172823158
SRR8834062	323	3.39642494461562
SRR8834037	497	4.63445036481456
SRR8834087	489	5.03079415661019
SRR8834057	50	1.82880721817602
SRR8834068	704	4.87866399156055
SRR8834049	535	4.8895701739887
SRR8834085	456	4.45783840441944
SRR8834088	484	4.602043398741
SRR8834089	425	4.68736149440493
SRR8834094	591	5.07561046245076
SRR8834086	589	4.78533354950471
SRR8834084	430	4.12630783540215
SRR8834065	324	1.97969784695834
SRR8834083	391	3.40388080081189
SRR8834033	702	5.15071272061112
SRR8834076	425	5.03060675054857
SRR8834080	442	4.10700790671008
SRR8834067	526	4.07244010625051
SRR8834036	503	4.42214776834655
SRR8834034	759	4.71296108121299
SRR8834081	241	3.56897240404567
SRR8834100	923	5.65094787477431
SRR8834101	671	5.3665170725088
SRR8834063	721	4.83740122398578
SRR8834031	775	5.28726589315479
SRR8834082	779	5.17126374720331
SRR8834029	1305	6.10834584333849
SRR8834122	244	4.07921355741199
SRR8834099	747	4.921784440467
SRR8834038	687	5.00070547072122
SRR8834120	404	4.60817513236398
SRR8834079	1125	5.75362847769676
SRR8834102	647	5.61538230294092
SRR8834097	831	5.46820519566381
SRR8834092	1264	5.73326575150413
SRR8834030	636	4.89267489936593
SRR8834118	643	5.48833668909734
SRR8834107	453	4.46067804616736
SRR8834117	551	4.75030948108054
SRR8834131	430	4.94003786599307
SRR8834103	582	5.3127412605033
SRR8834125	310	3.5475413152102
SRR8834121	603	5.02989994439841
SRR8834126	594	4.03552141128942
SRR8834141	742	5.16056989518886
SRR8834144	630	5.1496074685956
SRR8834146	489	4.99462200489921
SRR8834143	683	4.6698186065117
SRR8834145	267	3.64886323382004
SRR8834124	496	4.63783192059885
SRR8834093	866	4.26352950667879
SRR8834137	125	2.44619096849776
SRR8834069	251	4.08566690610673
SRR8834140	740	5.16406051646737
SRR8834132	666	4.4607409425916
SRR8834096	986	5.29296039708217
SRR8834112	499	3.94685280064822
SRR8834150	551	4.50834904615871
SRR8834127	462	4.68822596387959
SRR8834142	783	5.34026205907552
SRR8834106	526	4.8688573261638
SRR8834109	532	4.81430784436011
SRR8834136	820	5.52146491497341
SRR8834147	546	5.15712129297721
SRR8834148	435	5.16707648038078
SRR8834108	466	4.81548782990821
SRR8834159	669	5.29323988599386
SRR8834152	372	4.37166169908901
SRR8834104	740	5.54218211089264
SRR8834155	645	5.00948045656804
SRR8834130	907	5.64818540672581
SRR8834098	872	4.96820317947622
SRR8834138	465	4.26266930171195
SRR8834105	999	5.75315337637191
SRR8834111	806	5.44517925300543
SRR8834110	797	5.50971411822118
SRR8834133	784	5.59859964918534
SRR8834128	256	4.65291394005213
SRR8834151	409	4.44385066888249
SRR8834116	1084	5.66442352918047
SRR8834139	336	3.697732849376
SRR8834160	535	4.48625487739804
SRR8834168	141	2.7736954616015
SRR8834161	257	3.73659101894616
SRR8834154	780	4.91542630081668
SRR8834114	967	5.64424851248938
SRR8834134	784	5.53949566706042
SRR8834181	132	2.92151186748345
SRR8834157	540	5.18163264965033
SRR8834162	284	3.54710504571533
SRR8834113	851	5.34430085969726
SRR8834185	153	3.55503045658957
SRR8834166	275	4.41798884156635
SRR8834167	310	4.80223105265834
SRR8834188	632	4.93803431872517
SRR8834123	777	5.51342948888254
SRR8834164	527	3.6642914512806
SRR8834184	188	4.02179351156633
SRR8834149	732	4.73682386257803
SRR9217384	218	4.70648019925002
SRR8834158	985	5.16037494454945
SRR8834182	117	2.74820275705014
SRR8834163	404	4.47053851135998
SRR9217397	663	5.78943404566786
SRR9217398	156	3.81708036635298
SRR8834172	560	2.87279419738343
SRR8834156	527	4.96621347038829
SRR8834173	374	4.40334855717208
SRR8834129	613	5.33681175723323
SRR8834170	406	4.54495103807631
